epoch,step,train_acc_step,train_auroc_step,train_loss,val_acc_step,val_auroc_step
,41,,,,0.5010485053062439,0.5005438923835754
,42,,,,0.5009709596633911,0.5007052421569824
,43,,,,0.5008425116539001,0.5009636878967285
,44,,,,0.5008418560028076,0.5009749531745911
,45,,,,0.5008411407470703,0.5009880661964417
,46,,,,0.5008277297019958,0.5010266304016113
,47,,,,0.5009161233901978,0.5008711814880371
,48,,,,0.500839114189148,0.5010331869125366
,49,,,,0.5008130073547363,0.5010961294174194
,50,,,,0.5009012222290039,0.5009382367134094
,51,,,,0.5009258389472961,0.5009034872055054
,52,,,,0.5009250640869141,0.5009155869483948
,53,,,,0.5009496808052063,0.500877320766449
,54,,,,0.5009362101554871,0.5009151697158813
,55,,,,0.5008469820022583,0.5010999441146851
,56,,,,0.500821053981781,0.5011632442474365
,57,,,,0.5008203983306885,0.5011811256408691
,58,,,,0.5007314085960388,0.5013656616210938
,59,,,,0.5007056593894958,0.5014280080795288
,60,,,,0.5007554292678833,0.5013493299484253
,61,,,,0.5007674098014832,0.5013412237167358
,62,,,,0.5007668137550354,0.501356303691864
,63,,,,0.5007913112640381,0.5013293623924255
,64,,,,0.5008283257484436,0.5012732744216919
,65,,,,0.5008652806282043,0.5012186765670776
,66,,,,0.5008144378662109,0.5013322234153748
,67,,,,0.5008513331413269,0.5012778639793396
,68,,,,0.5008256435394287,0.5013405084609985
,69,,,,0.5008749961853027,0.5012630224227905
,70,,,,0.5008618235588074,0.5013045072555542
,71,,,,0.5008736252784729,0.5012993812561035
,72,,,,0.5008604526519775,0.5013406276702881
,73,,,,0.5007849931716919,0.5014992952346802
,74,,,,0.5008217096328735,0.5014458894729614
,75,,,,0.5008708238601685,0.5013738870620728
,76,,,,0.5008203983306885,0.5014874935150146
,77,,,,0.5008942484855652,0.5013636350631714
,78,,,,0.5008687376976013,0.5014296770095825
,79,,,,0.5009176731109619,0.5013588666915894
,80,,,,0.500966489315033,0.5012834072113037
,81,,,,0.5008419156074524,0.5015295743942261
,82,,,,0.5009031295776367,0.501434326171875
,83,,,,0.5009024143218994,0.5014569759368896
,84,,,,0.5008028745651245,0.5016607046127319
,85,,,,0.500752866268158,0.5017697811126709
,86,,,,0.5007522702217102,0.5017887949943542
,87,,,,0.5007763504981995,0.501765251159668
,88,,,,0.5007634162902832,0.5018100738525391
,89,,,,0.5007382035255432,0.5018799304962158
,90,,,,0.5007376074790955,0.5018984079360962
,91,,,,0.5007001757621765,0.5019874572753906
,92,,,,0.5008100867271423,0.5018109679222107
,93,,,,0.5007481575012207,0.5019443035125732
,94,,,,0.5007352828979492,0.5019873976707458
,95,,,,0.5008081793785095,0.5018786787986755
,96,,,,0.5008198022842407,0.5018792152404785
,97,,,,0.5008191466331482,0.5019022226333618
,98,,,,0.5007574558258057,0.5020337700843811
,99,,,,0.5007568597793579,0.5020508766174316
,100,,,,0.5007684230804443,0.5020550489425659
,101,,,,0.5008288025856018,0.5019705295562744
,102,,,,0.5008037686347961,0.5020400285720825
,103,,,,0.5007787942886353,0.5021054148674011
,104,,,,0.5007660388946533,0.5021498203277588
,105,,,,0.5008383393287659,0.5020372867584229
,106,,,,0.5008498430252075,0.5020409822463989
,107,,,,0.5008734464645386,0.5020160675048828
,108,,,,0.5008848905563354,0.5020183324813843
,109,,,,0.5009084343910217,0.5020027756690979
,110,,,,0.5008714199066162,0.502091646194458
,111,,,,0.5008344650268555,0.5021789073944092
,112,,,,0.5008338093757629,0.5021998882293701
,113,,,,0.5008452534675598,0.5021989941596985
,114,,,,0.5008204579353333,0.5022647380828857
,115,,,,0.5007595419883728,0.5023984909057617
,116,,,,0.5007709860801697,0.502404510974884
,117,,,,0.5007583498954773,0.5024533271789551
,118,,,,0.5007938742637634,0.5024175643920898
,119,,,,0.5008052587509155,0.5024299025535583
,120,,,,0.5008767247200012,0.502325177192688
,121,,,,0.5008880496025085,0.502336323261261
,122,,,,0.5008754134178162,0.5023864507675171
,123,,,,0.5008507370948792,0.5024634003639221
,124,,,,0.5008500814437866,0.5024862885475159
,125,,,,0.5008494257926941,0.5025172829627991
,126,,,,0.5008487701416016,0.5025421380996704
,127,,,,0.5008481740951538,0.502565324306488
,128,,,,0.5008475184440613,0.5025938749313354
,129,,,,0.5007752776145935,0.5027574896812439
,130,,,,0.500810444355011,0.5027148723602295
,131,,,,0.5008813142776489,0.5026138424873352
,132,,,,0.5008925199508667,0.502625048160553
,133,,,,0.5009037256240845,0.5026355385780334
,134,,,,0.5009505748748779,0.5025762915611267
,135,,,,0.5009735822677612,0.5025648474693298
,136,,,,0.5009254217147827,0.5026735663414001
,137,,,,0.5009128451347351,0.5027230978012085
,138,,,,0.5009121298789978,0.5027534365653992
,139,,,,0.5009588003158569,0.50270015001297
,140,,,,0.5010408759117126,0.5025840997695923
,141,,,,0.5010401010513306,0.5026193857192993
,142,,,,0.5010983347892761,0.5025461316108704
,143,,,,0.5011329054832458,0.5025147795677185
,144,,,,0.5010495185852051,0.5026835203170776
,145,,,,0.5010722875595093,0.5026718378067017
,146,,,,0.501142144203186,0.5025790929794312
,147,,,,0.5011413097381592,0.5026199817657471
,148,,,,0.5011404156684875,0.5026503205299377
,149,,,,0.5012100338935852,0.5025538206100464
,150,,,,0.5011856555938721,0.5026276111602783
,151,,,,0.5011730194091797,0.5026797652244568
,152,,,,0.5011956095695496,0.5026761889457703
,153,,,,0.5012064576148987,0.5026878118515015
,154,,,,0.5011703968048096,0.5027872920036316
,155,,,,0.5011812448501587,0.502805233001709
,156,,,,0.501203715801239,0.5027976036071777
,157,,,,0.5012612342834473,0.5027272701263428
,158,,,,0.5011552572250366,0.5029519200325012
,159,,,,0.5011777281761169,0.5029399394989014
,160,,,,0.5010952353477478,0.5031123161315918
,161,,,,0.5011060833930969,0.5031264424324036
,162,,,,0.5011285543441772,0.5031111240386963
,163,,,,0.5011393427848816,0.5031391382217407
,164,,,,0.5011152625083923,0.5032153129577637
,165,,,,0.5010679960250854,0.503326952457428
,166,,,,0.501125156879425,0.5032566785812378
,167,,,,0.5011127591133118,0.5033074617385864
,168,,,,0.5010076761245728,0.5035303831100464
,169,,,,0.5009722113609314,0.5036331415176392
,170,,,,0.5010061860084534,0.5036084651947021
,171,,,,0.5009476542472839,0.5037441253662109
,172,,,,0.5009469985961914,0.5037738084793091
,173,,,,0.5009462833404541,0.5038017630577087
,174,,,,0.501014769077301,0.5037122964859009
,175,,,,0.501013994216919,0.5037530660629272
,176,,,,0.5009787082672119,0.5038467049598694
,177,,,,0.5009894967079163,0.5038581490516663
,178,,,,0.5010002851486206,0.503882646560669
,179,,,,0.5010455250740051,0.503852128982544
,180,,,,0.5011021494865417,0.503783106803894
,181,,,,0.501089870929718,0.5038344264030457
,182,,,,0.5010432004928589,0.5039492845535278
,183,,,,0.5010768175125122,0.5039244294166565
,184,,,,0.5010416507720947,0.5040213465690613
,185,,,,0.5010523200035095,0.5040371417999268
,186,,,,0.5010515451431274,0.5040802955627441
,187,,,,0.5010508298873901,0.504102349281311
,188,,,,0.5010842680931091,0.5040774345397949
,189,,,,0.5011861324310303,0.5039222240447998
,190,,,,0.5012308359146118,0.5038806796073914
,191,,,,0.5012413263320923,0.5039076209068298
,192,,,,0.5012973546981812,0.5038431286811829
,193,,,,0.5012509226799011,0.5039582848548889
,194,,,,0.5012500286102295,0.5039938688278198
,195,,,,0.5012377500534058,0.5040491819381714
,196,,,,0.501225471496582,0.5041028261184692
,197,,,,0.5012472867965698,0.5041006207466125
,198,,,,0.5012916922569275,0.5040590763092041
,199,,,,0.501358687877655,0.5039830207824707
,200,,,,0.5013011693954468,0.5041155219078064
,201,,,,0.5013567209243774,0.5040590763092041
,202,,,,0.5014009475708008,0.5040270090103149
,203,,,,0.501433789730072,0.5039960741996765
,204,,,,0.5014891624450684,0.5039482712745667
,205,,,,0.5014880895614624,0.5039817094802856
,206,,,,0.5014644861221313,0.5040507316589355
,207,,,,0.5014409422874451,0.5041338801383972
,208,,,,0.5014398694038391,0.5041623115539551
,209,,,,0.5014500617980957,0.5041685104370117
,210,,,,0.5014265775680542,0.5042498707771301
,211,,,,0.5013806819915771,0.504346489906311
,212,,,,0.5013123750686646,0.5045092701911926
,213,,,,0.5012778043746948,0.5046170949935913
,214,,,,0.5013216733932495,0.5045772790908813
,215,,,,0.501264750957489,0.504710853099823
,216,,,,0.5012862086296082,0.504717230796814
,217,,,,0.5013076663017273,0.5047173500061035
,218,,,,0.5012285709381104,0.5048878788948059
,219,,,,0.501194179058075,0.5049751400947571
,220,,,,0.5011599063873291,0.505068302154541
,221,,,,0.5011590719223022,0.5051016211509705
,222,,,,0.5011470913887024,0.5051541924476624
